"X","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility","Team","Transfer","Player","Team_New"
2332,"Rene","Konga","DL","Rutgers","Louisville","2024-04-16T14:03:00.000Z",0.86,3,"Immediate","Louisville",TRUE,"Rene Konga","rutgers"
2333,"Sam","McCall","CB","Texas A&M","Georgia State","2024-04-16T13:51:00.000Z",NA,4,"Immediate","Georgia State",TRUE,"Sam McCall","texas-am"
2334,"Payton","Kirkland","OT","Texas","Colorado","2024-04-16T13:49:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Payton Kirkland","texas"
2335,"Seth","Martin","IOL","Texas Tech","Stephen F. Austin","2023-12-04T20:14:00.000Z",0.81,3,"Immediate","Stephen F. Austin",TRUE,"Seth Martin","texas-tech"
2336,"Austin","Harnetiaux","LB","Washington","Nevada","2024-01-10T14:42:00.000Z",0.81,3,"Immediate","Nevada",TRUE,"Austin Harnetiaux","washington"
2337,"Hunter","Helms","QB","Clemson","Rhode Island","2023-11-28T16:49:00.000Z",NA,2,"Immediate","Rhode Island",TRUE,"Hunter Helms","clemson"
2338,"Tahveon","Nicholson","CB","Illinois","Louisville","2023-12-04T20:09:00.000Z",0.88,3,"Immediate","Louisville",TRUE,"Tahveon Nicholson","illinois"
2339,"Ma'Kyi","Lee","OT","Missouri","North Texas","2023-12-14T18:17:00.000Z",0.82,3,"Immediate","North Texas",TRUE,"Ma'Kyi Lee","missouri"
2340,"Luke","Sather","QB","Coastal Carolina","","2023-12-14T18:13:00.000Z",NA,NA,"Immediate","Coastal Carolina",FALSE,"Luke Sather","coastal-carolina"
2341,"Javon","Swinton","WR","Eastern Michigan","","2023-12-14T18:03:00.000Z",NA,3,"Immediate","Eastern Michigan",FALSE,"Javon Swinton","eastern-michigan"
2342,"Curtis","Nixon","TE","Old Dominion","","2023-12-14T18:01:00.000Z",NA,3,"Immediate","Old Dominion",FALSE,"Curtis Nixon","old-dominion"
2343,"Marc","Pretto","LB","Fordham","Northern Illinois","2024-01-02T06:00:00.000Z",0.84,3,"Immediate","Northern Illinois",TRUE,"Marc Pretto",NA
2344,"Chad","Lindberg","OT","Georgia","Rice","2024-03-03T19:11:00.000Z",0.87,3,"Immediate","Rice",TRUE,"Chad Lindberg","georgia"
2345,"Fred","Seabrough","TE","NC State","","2023-12-14T17:52:00.000Z",NA,3,"Immediate","NC State",FALSE,"Fred Seabrough","north-carolina-state"
2346,"Alec","Eckert","DL","Washington State","Montana State","2023-12-21T15:10:00.000Z",NA,2,"Immediate","Montana State",TRUE,"Alec Eckert","washington-state"
2347,"Phillip","Houston","OT","Florida International","Colorado","2023-12-19T20:12:00.000Z",0.86,3,"Immediate","Colorado",TRUE,"Phillip Houston","florida-international"
2348,"Tyler","Baker","QB","Navy","Rhode Island","2023-12-14T17:48:00.000Z",NA,NA,"Immediate","Rhode Island",TRUE,"Tyler Baker","navy"
2349,"Champ","Harris","QB","Army","Trinity Valley C.C.","2023-12-14T17:46:00.000Z",NA,NA,"Immediate","Trinity Valley C.C.",TRUE,"Champ Harris","army"
2350,"Cedrick","Nicely","OT","Ole Miss","Marshall","2023-12-20T16:49:00.000Z",0.84,3,"Immediate","Marshall",TRUE,"Cedrick Nicely","mississippi"
2351,"Donerio","Davenport","RB","Texas State","Louisiana Tech","2023-12-27T15:44:00.000Z",0.86,3,"Immediate","Louisiana Tech",TRUE,"Donerio Davenport","texas-state"
2352,"Ja'Quinden","Jackson","RB","Utah","Arkansas","2023-12-27T15:07:00.000Z",0.92,4,"Immediate","Arkansas",TRUE,"Ja'Quinden Jackson","utah"
2353,"Jaylen","Jones","LB","UConn","","2023-12-05T21:05:00.000Z",NA,3,"Immediate","UConn",FALSE,"Jaylen Jones","connecticut"
2354,"AJ","Watts","S","UL Monroe","Memphis","2023-12-21T02:44:00.000Z",0.86,3,"Immediate","Memphis",TRUE,"AJ Watts","louisiana-monroe"
2355,"Aaron","Key","LB","Western Kentucky","UConn","2023-12-22T21:38:00.000Z",0.82,3,"Immediate","UConn",TRUE,"Aaron Key","western-kentucky"
2356,"Jeremiah","Caldwell","CB","Miami (OH)","","2023-12-08T16:11:00.000Z",NA,3,"Immediate","Miami (OH)",FALSE,"Jeremiah Caldwell","miami-oh"
2357,"Dylan","Shelton","DL","Indianapolis","Eastern Michigan","2023-12-18T00:14:00.000Z",0.82,3,"Immediate","Eastern Michigan",TRUE,"Dylan Shelton",NA
2358,"Branson","Hickman","IOL","SMU","Oklahoma","2024-01-22T19:06:00.000Z",0.89,3,"Immediate","Oklahoma",TRUE,"Branson Hickman","southern-methodist"
2359,"Johnny","Dickson","IOL","Virginia Tech","North Texas","2023-12-06T18:46:00.000Z",0.83,3,"Immediate","North Texas",TRUE,"Johnny Dickson","virginia-tech"
2360,"Maurice","Freeman III","S","Liberty","","2024-04-05T15:45:00.000Z",NA,3,"Immediate","Liberty",FALSE,"Maurice Freeman III","liberty"
2361,"Richard","Dandridge","WR","Temple","Youngstown State","2023-12-21T00:08:00.000Z",NA,3,"Immediate","Youngstown State",TRUE,"Richard Dandridge","temple"
2362,"Dylan","Morris","QB","Washington","James Madison","2023-12-12T02:02:00.000Z",0.85,3,"Immediate","James Madison",TRUE,"Dylan Morris","washington"
2363,"Jax","Van Zandt","LB","North Texas","UAB","2023-12-04T16:46:00.000Z",0.8,3,"Immediate","UAB",TRUE,"Jax Van Zandt","north-texas"
2364,"Reginald","Harden Jr.","WR","Benedict College","Arkansas State","2023-12-13T06:00:00.000Z",0.8,3,"Immediate","Arkansas State",TRUE,"Reginald Harden Jr.",NA
2365,"Brannon","Spector","WR","Clemson","Jacksonville State","2024-01-03T01:48:00.000Z",0.83,3,"Immediate","Jacksonville State",TRUE,"Brannon Spector","clemson"
2366,"Kay'Ron","Lynch-Adams","RB","Massachusetts","Michigan State","2024-03-28T05:00:00.000Z",0.86,3,"Immediate","Michigan State",TRUE,"Kay'Ron Lynch-Adams","massachusetts"
2367,"RaRa","Dillworth","LB","East Carolina","Baylor","2023-12-12T16:09:00.000Z",0.84,3,"Immediate","Baylor",TRUE,"RaRa Dillworth","east-carolina"
2368,"Grayson","Howard","LB","South Carolina","Florida","2024-01-03T01:27:00.000Z",0.91,4,"Immediate","Florida",TRUE,"Grayson Howard","south-carolina"
2369,"Kenyatta","Watson II","CB","Georgia Tech","Georgia State","2023-12-24T21:31:00.000Z",0.85,3,"Immediate","Georgia State",TRUE,"Kenyatta Watson II","georgia-tech"
2370,"Daniel","Ogundipe","OT","UTSA","Florida International","2023-12-24T16:52:00.000Z",0.85,3,"Immediate","Florida International",TRUE,"Daniel Ogundipe","texas-san-antonio"
2371,"Mike","Washington Jr.","RB","Buffalo","New Mexico State","2024-01-24T06:00:00.000Z",NA,2,"Immediate","New Mexico State",TRUE,"Mike Washington Jr.","buffalo"
2372,"Cameren","Jenkins","S","UNLV","Baylor","2023-12-12T21:46:00.000Z",0.85,3,"Immediate","Baylor",TRUE,"Cameren Jenkins","nevada-las-vegas"
2373,"Eli","Holstein","QB","Alabama","Pittsburgh","2024-01-03T21:47:00.000Z",0.88,3,"Immediate","Pittsburgh",TRUE,"Eli Holstein","alabama"
2374,"Ja'Koby","Banks","WR","Houston","Memphis","2023-12-22T00:13:00.000Z",0.85,3,"Immediate","Memphis",TRUE,"Ja'Koby Banks","houston"
2375,"Dorian","Singer","WR","USC","Utah","2024-01-03T06:00:00.000Z",0.9,4,"Immediate","Utah",TRUE,"Dorian Singer","southern-california"
2376,"Coen","Sutton","WR","App State","Georgetown","2023-12-04T21:11:00.000Z",NA,2,"Immediate","Georgetown",TRUE,"Coen Sutton","appalachian-state"
2377,"Jonathan","Davis","DL","Mississippi State","Southern Miss","2024-01-03T06:00:00.000Z",0.86,3,"Immediate","Southern Miss",TRUE,"Jonathan Davis","mississippi-state"
2378,"Chidozie","Nwankwo","DL","Houston","Colorado","2023-12-12T22:33:00.000Z",0.87,3,"Immediate","Colorado",TRUE,"Chidozie Nwankwo","houston"
2379,"Xavier","Bausley","OT","Jacksonville State","West Virginia","2023-12-20T14:24:00.000Z",0.87,3,"Immediate","West Virginia",TRUE,"Xavier Bausley","jacksonville-state"
2380,"Keelan","Cox","DL","Wyoming","Texas Southern","2024-04-19T20:24:00.000Z",NA,NA,"Immediate","Texas Southern",TRUE,"Keelan Cox","wyoming"
2381,"JayT","Jackson","CB","Georgia State","Tennessee State","2023-12-04T17:01:00.000Z",NA,3,"Immediate","Tennessee State",TRUE,"JayT Jackson","georgia-state"
2382,"Dino","Kaliakmanis","WR","Minnesota","Rutgers","2023-12-05T20:47:00.000Z",0.82,3,"Immediate","Rutgers",TRUE,"Dino Kaliakmanis","minnesota"
2383,"DeAndre","Jules","DL","Pittsburgh","South Carolina","2023-11-29T21:26:00.000Z",0.9,4,"Immediate","South Carolina",TRUE,"DeAndre Jules","pittsburgh"
2384,"Jack","Bailey","IOL","Colorado","Northwestern","2024-03-06T20:20:00.000Z",0.85,3,"Immediate","Northwestern",TRUE,"Jack Bailey","colorado"
2385,"Kevon","Darton","DL","Syracuse","Arizona","2024-01-17T20:46:00.000Z",0.88,3,"Immediate","Arizona",TRUE,"Kevon Darton","syracuse"
2386,"Charles","Wright","QB","App State","","2024-04-10T11:45:00.000Z",NA,3,"Immediate","App State",FALSE,"Charles Wright","appalachian-state"
2387,"Pat","McMurtrie","OT","Holy Cross","James Madison","2023-12-19T15:47:00.000Z",0.82,3,"Immediate","James Madison",TRUE,"Pat McMurtrie",NA
2388,"Sirad","Bryant","S","Georgia Tech","UAB","2023-12-31T02:21:00.000Z",0.86,3,"Immediate","UAB",TRUE,"Sirad Bryant","georgia-tech"
2389,"Rashad","Amos","RB","Miami (OH)","Ole Miss","2023-12-23T19:02:00.000Z",0.89,3,"Immediate","Ole Miss",TRUE,"Rashad Amos","miami-oh"
2390,"Demariyon","Houston","WR","Missouri","","2023-12-05T21:55:00.000Z",NA,NA,"Immediate","Missouri",FALSE,"Demariyon Houston","missouri"
2391,"Justin","Johnson Jr.","RB","West Virginia","","2023-12-10T19:30:00.000Z",NA,3,"Immediate","West Virginia",FALSE,"Justin Johnson Jr.","west-virginia"
2392,"Micah","Robinson","CB","Furman","Tulane","2023-12-10T17:43:00.000Z",0.85,3,"Immediate","Tulane",TRUE,"Micah Robinson",NA
2393,"Keye","Thompson","LB","Ohio","Pittsburgh","2023-12-09T21:16:00.000Z",0.88,3,"Immediate","Pittsburgh",TRUE,"Keye Thompson","ohio"
2394,"Xavian","Sorey Jr.","LB","Georgia","Arkansas","2023-12-07T21:13:00.000Z",0.9,4,"Immediate","Arkansas",TRUE,"Xavian Sorey Jr.","georgia"
2395,"Isaiah","Hastings","DL","Alabama","Syracuse","2023-12-07T20:00:00.000Z",0.89,3,"Immediate","Syracuse",TRUE,"Isaiah Hastings","alabama"
2396,"Blake","Matthews","LB","Troy","Delaware","2023-12-07T19:57:00.000Z",NA,3,"Immediate","Delaware",TRUE,"Blake Matthews","troy"
2397,"Malik","Hornsby","WR","Texas State","Arkansas State","2024-01-02T17:45:00.000Z",0.85,3,"Immediate","Arkansas State",TRUE,"Malik Hornsby","texas-state"
2398,"Grayson","McCall","QB","Coastal Carolina","NC State","2023-11-29T18:30:00.000Z",0.9,4,"Immediate","NC State",TRUE,"Grayson McCall","coastal-carolina"
2399,"Austin","Smith","TE","Memphis","Sam Houston","2024-01-02T17:45:00.000Z",0.82,3,"Immediate","Sam Houston",TRUE,"Austin Smith","memphis"
2400,"Marquise","Gilbert","S","Auburn","","2023-12-07T16:29:00.000Z",NA,3,"Immediate","Auburn",FALSE,"Marquise Gilbert","auburn"
2401,"Isaiah","Paul","LB","UCF","","2023-12-07T15:41:00.000Z",NA,NA,"Immediate","UCF",FALSE,"Isaiah Paul","central-florida"
2402,"Noah","Rogers","WR","Ohio State","NC State","2024-01-01T01:11:00.000Z",0.93,4,"Immediate","NC State",TRUE,"Noah Rogers","ohio-state"
2403,"Keagen","Trost","OT","Indiana State","Wake Forest","2023-11-27T18:22:00.000Z",0.84,3,"Immediate","Wake Forest",TRUE,"Keagen Trost",NA
2404,"Charles","Yates Jr.","CB","Old Dominion","Liberty","2024-04-16T16:40:00.000Z",0.82,3,"Immediate","Liberty",TRUE,"Charles Yates Jr.","old-dominion"
2405,"Beau","Blankenship","TE","Marshall","Ohio","2023-12-06T16:20:00.000Z",0.8,3,"Immediate","Ohio",TRUE,"Beau Blankenship","marshall"
2406,"Chandler","Morris","QB","TCU","North Texas","2023-12-19T03:02:00.000Z",0.87,3,"Immediate","North Texas",TRUE,"Chandler Morris","texas-christian"
2407,"Darrien","Stewart","S","BYU","","2024-04-16T19:24:00.000Z",NA,3,"Immediate","BYU",FALSE,"Darrien Stewart","brigham-young"
2408,"Jayden","Maiava","QB","UNLV","USC","2024-01-02T02:49:00.000Z",0.9,4,"Immediate","USC",TRUE,"Jayden Maiava","nevada-las-vegas"
2409,"Jerrin","Thompson","S","Texas","Auburn","2024-01-05T23:56:00.000Z",0.88,3,"Immediate","Auburn",TRUE,"Jerrin Thompson","texas"
2410,"Connor","Lytton","K","Boston College","","2024-04-19T11:14:00.000Z",NA,2,"Immediate","Boston College",FALSE,"Connor Lytton","boston-college"
2411,"Cedric","Melton","OT","Ole Miss","Houston","2023-12-09T16:29:00.000Z",0.84,3,"Immediate","Houston",TRUE,"Cedric Melton","mississippi"
2412,"Joey","Capra","IOL","Nevada","","2023-12-13T16:22:00.000Z",NA,3,"Immediate","Nevada",FALSE,"Joey Capra","nevada"
2413,"Larry","Simmons","WR","Ole Miss","Southern Miss","2023-12-18T15:50:00.000Z",0.83,3,"Immediate","Southern Miss",TRUE,"Larry Simmons","mississippi"
2414,"John","Ward","DL","Utah State","","2024-04-20T01:51:00.000Z",NA,3,"Immediate","Utah State",FALSE,"John Ward","utah-state"
2415,"Da'Metrius","Weatherspoon","IOL","Howard","Syracuse","2023-12-21T19:34:00.000Z",0.85,3,"Immediate","Syracuse",TRUE,"Da'Metrius Weatherspoon",NA
2416,"Quinton","Cannon","LB","Western Michigan","Gardner-Webb","2023-12-12T15:04:00.000Z",NA,2,"Immediate","Gardner-Webb",TRUE,"Quinton Cannon","western-michigan"
2417,"Tanner","Miller","IOL","Oregon State","Michigan State","2024-01-02T06:00:00.000Z",0.88,3,"Immediate","Michigan State",TRUE,"Tanner Miller","oregon-state"
2418,"Nolan","Ziegler","LB","Notre Dame","Central Michigan","2024-01-01T17:38:00.000Z",0.85,3,"Immediate","Central Michigan",TRUE,"Nolan Ziegler","notre-dame"
2419,"Malik","Bowen-Sims","WR","Duke","Austin Peay","2023-12-13T18:22:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"Malik Bowen-Sims","duke"
2420,"Isaiah","Raikes","DL","USC","Auburn","2024-04-12T23:59:00.000Z",0.87,3,"Immediate","Auburn",TRUE,"Isaiah Raikes","southern-california"
2421,"Jonathan","Brady","WR","New Mexico State","California","2023-12-21T20:39:00.000Z",0.88,3,"Immediate","California",TRUE,"Jonathan Brady","new-mexico-state"
2422,"Jacob","Proche","CB","Coastal Carolina","Ohio","2023-12-08T14:53:00.000Z",0.82,3,"Immediate","Ohio",TRUE,"Jacob Proche","coastal-carolina"
2423,"Julien","Simon","LB","Tulsa","UConn","2023-12-26T14:47:00.000Z",0.8,3,"Immediate","UConn",TRUE,"Julien Simon","tulsa"
2424,"Shazz","Preston","WR","Alabama","Tulane","2024-01-03T21:54:00.000Z",0.88,3,"Immediate","Tulane",TRUE,"Shazz Preston","alabama"
2425,"Kaelon","Black","RB","James Madison","Indiana","2023-12-08T14:26:00.000Z",0.88,3,"Immediate","Indiana",TRUE,"Kaelon Black","james-madison"
2426,"Elias","Cloy","IOL","Georgia Tech","Alabama A&M","2023-12-15T16:01:00.000Z",NA,3,"Immediate","Alabama A&M",TRUE,"Elias Cloy","georgia-tech"
2427,"Andrew","Volmar","CB","Southern Illinois","Bethune-Cookman","2024-04-15T23:59:00.000Z",NA,2,"Immediate","Bethune-Cookman",TRUE,"Andrew Volmar",NA
2428,"Brendan","Jackson","LB","Gardner-Webb","Troy","2023-12-05T21:09:00.000Z",0.84,3,"Immediate","Troy",TRUE,"Brendan Jackson",NA
2429,"Dennis","Briggs Jr.","DL","Florida State","Illinois","2024-01-12T18:29:00.000Z",0.85,3,"Immediate","Illinois",TRUE,"Dennis Briggs Jr.","florida-state"
2430,"Jermaine","Donaldson","IOL","Temple","Campbell","2024-01-17T00:40:00.000Z",NA,2,"Immediate","Campbell",TRUE,"Jermaine Donaldson","temple"
2431,"D'Arco","Perkins-McAllister","CB","New Mexico","","2024-01-23T23:22:00.000Z",NA,4,"Immediate","New Mexico",FALSE,"D'Arco Perkins-McAllister","new-mexico"
2432,"Kevaris","Hall","CB","SMU","","2024-01-23T21:06:00.000Z",NA,3,"Immediate","SMU",FALSE,"Kevaris Hall","southern-methodist"
2433,"Joshua","Black","IOL","Louisville","Georgia State","2024-01-06T22:45:00.000Z",0.82,3,"Immediate","Georgia State",TRUE,"Joshua Black","louisville"
2434,"Joshua","Nicholson","WR","San Diego State","Utah Tech","2023-11-28T16:35:00.000Z",NA,3,"Immediate","Utah Tech",TRUE,"Joshua Nicholson","san-diego-state"
2435,"Cameron","Carson","K","Massachusetts","Buffalo","2023-11-28T16:35:00.000Z",NA,NA,"Immediate","Buffalo",TRUE,"Cameron Carson","massachusetts"
2436,"KJ","Jefferson","QB","Arkansas","UCF","2023-12-16T18:06:00.000Z",0.89,3,"Immediate","UCF",TRUE,"KJ Jefferson","arkansas"
2437,"Alexander","Doost","IOL","Northwestern","Arizona","2023-12-27T14:45:00.000Z",0.85,3,"Immediate","Arizona",TRUE,"Alexander Doost","northwestern"
2438,"Chris","Smith","S","Georgia State","Northern Arizona","2024-01-17T21:00:00.000Z",NA,3,"Immediate","Northern Arizona",TRUE,"Chris Smith","georgia-state"
2439,"Mario","Anderson","RB","South Carolina","Memphis","2023-12-06T16:33:00.000Z",0.89,3,"Immediate","Memphis",TRUE,"Mario Anderson","south-carolina"
2440,"Matt","Hudson","LB","Harvard","Memphis","2023-11-22T16:55:00.000Z",0.84,3,"Immediate","Memphis",TRUE,"Matt Hudson",NA
2441,"Will","Meyer","IOL","UConn","","2023-12-09T16:27:00.000Z",NA,NA,"Immediate","UConn",FALSE,"Will Meyer","connecticut"
2442,"Jake","Wilson","DL","Penn State","","2024-01-02T23:21:00.000Z",NA,NA,"Immediate","Penn State",FALSE,"Jake Wilson","penn-state"
2443,"Cooper","Jones","RB","Utah State","Navarro College","2023-12-14T18:00:00.000Z",NA,NA,"Immediate","Navarro College",TRUE,"Cooper Jones","utah-state"
2444,"Blake","Ford","K","Arkansas","North Texas","2024-01-02T17:38:00.000Z",NA,NA,"Immediate","North Texas",TRUE,"Blake Ford","arkansas"
2445,"Bronson","Barron","QB","Western Kentucky","Southern Utah","2024-01-02T16:42:00.000Z",NA,2,"Immediate","Southern Utah",TRUE,"Bronson Barron","western-kentucky"
2446,"Phillip","Baynes","LB","Northern Illinois","Tyler J.C. ","2023-12-07T20:40:00.000Z",NA,2,"Immediate","Tyler J.C. ",TRUE,"Phillip Baynes","northern-illinois"
2447,"Chance","Black","RB","Virginia Tech","Valdosta State","2023-12-08T21:05:00.000Z",NA,3,"Immediate","Valdosta State",TRUE,"Chance Black","virginia-tech"
2448,"Jack","Sauder","K","Bowling Green","","2023-12-05T22:32:00.000Z",NA,NA,"Immediate","Bowling Green",FALSE,"Jack Sauder","bowling-green-state"
2449,"Jonah","Coleman","RB","Arizona","Washington","2024-01-15T17:53:00.000Z",0.89,3,"Immediate","Washington",TRUE,"Jonah Coleman","arizona"
2450,"Germie","Bernard","WR","Washington","Alabama","2024-01-15T06:00:00.000Z",0.9,4,"Immediate","Alabama",TRUE,"Germie Bernard","washington"
2451,"Olasunkonmi","Agunloye","DL","Virginia","Marshall","2024-01-08T06:00:00.000Z",0.82,3,"Immediate","Marshall",TRUE,"Olasunkonmi Agunloye","virginia"
2452,"Clifton","McDowell","QB","Temple","McNeese","2024-03-25T23:17:00.000Z",0.83,3,"Immediate","McNeese",TRUE,"Clifton McDowell","temple"
2453,"Ibrahim","Traore","OT","Penn State","","2024-01-09T16:16:00.000Z",NA,3,"Immediate","Penn State",FALSE,"Ibrahim Traore","penn-state"
2454,"Chase","Soper","LB","Wofford","","2023-12-06T15:53:00.000Z",NA,2,"Immediate","Wofford",FALSE,"Chase Soper",NA
2455,"Taylen","Green","QB","Boise State","Arkansas","2023-12-04T22:49:00.000Z",0.87,3,"Immediate","Arkansas",TRUE,"Taylen Green","boise-state"
2456,"Jamin","Graham","DL","UAB","","2023-12-04T22:47:00.000Z",NA,3,"Immediate","UAB",FALSE,"Jamin Graham","alabama-birmingham"
2457,"Jaelyn","Lay","TE","Alabama State","Massachusetts","2023-11-23T15:54:00.000Z",0.83,3,"Immediate","Massachusetts",TRUE,"Jaelyn Lay",NA
2458,"Kobe","Williams","IOL","Troy","Grambling","2023-12-04T22:40:00.000Z",NA,NA,"Immediate","Grambling",TRUE,"Kobe Williams","troy"
2459,"Gunnar","Gundy","QB","Oklahoma State","Ohio","2023-12-06T17:07:00.000Z",NA,NA,"Immediate","Ohio",TRUE,"Gunnar Gundy","oklahoma-state"
2460,"Jacob","Conover","QB","Arizona State","Utah State","2024-01-09T06:00:00.000Z",0.84,3,"Immediate","Utah State",TRUE,"Jacob Conover","arizona-state"
2461,"Josh","Atkins","OT","Hawai'i","Arizona State","2023-12-21T20:35:00.000Z",0.87,3,"Immediate","Arizona State",TRUE,"Josh Atkins","hawaii"
2462,"TJ","McMahon","QB","Marshall","","2024-04-22T01:32:00.000Z",NA,2,"Immediate","Marshall",FALSE,"TJ McMahon","marshall"
2463,"Paris","Patterson","IOL","Arkansas","SMU","2024-04-21T22:45:00.000Z",0.87,3,"Immediate","SMU",TRUE,"Paris Patterson","arkansas"
2464,"Joshua","Cobbs","WR","Houston","South Florida","2024-04-21T18:26:00.000Z",NA,3,"Immediate","South Florida",TRUE,"Joshua Cobbs","houston"
2465,"Shaun","Dolac","LB","Utah State","Buffalo","2024-05-02T05:00:00.000Z",NA,NA,"Immediate","Buffalo",TRUE,"Shaun Dolac","utah-state"
2466,"Hakeem","Ajijolaiya","DL","Houston","TCU","2024-04-21T18:26:00.000Z",0.85,3,"Immediate","TCU",TRUE,"Hakeem Ajijolaiya","houston"
2467,"Jaden","Floyd","S","Florida State","Carson-Newman College","2024-04-21T14:23:00.000Z",NA,NA,"Immediate","Carson-Newman College",TRUE,"Jaden Floyd","florida-state"
2468,"Norris","Davis","S","Iowa State","","2024-04-20T21:02:00.000Z",NA,3,"Immediate","Iowa State",FALSE,"Norris Davis","iowa-state"
2469,"Elijhah","Badger","WR","Arizona State","Florida","2024-04-20T18:19:00.000Z",0.9,4,"Immediate","Florida",TRUE,"Elijhah Badger","arizona-state"
2470,"Jason","Duclona","CB","UCF","Liberty","2024-04-20T17:54:00.000Z",0.86,3,"Immediate","Liberty",TRUE,"Jason Duclona","central-florida"
2471,"Zac","Swanson","DL","Texas","Arizona State","2024-04-20T17:46:00.000Z",0.85,3,"Immediate","Arizona State",TRUE,"Zac Swanson","texas"
2472,"Bless","Harris","OT","Florida State","TCU","2023-12-06T20:41:00.000Z",0.88,3,"Immediate","TCU",TRUE,"Bless Harris","florida-state"
2473,"Kaleb","Spencer","LB","Miami","Virginia Tech","2024-04-20T16:44:00.000Z",0.86,3,"Immediate","Virginia Tech",TRUE,"Kaleb Spencer","miami-fl"
2474,"Landon","Hullaby","S","Texas Tech","UTEP","2024-04-20T16:30:00.000Z",NA,3,"Immediate","UTEP",TRUE,"Landon Hullaby","texas-tech"
2475,"Bubba","Jeffries","IOL","Indiana","Chattanooga","2024-04-20T16:29:00.000Z",0.84,3,"Immediate","Chattanooga",TRUE,"Bubba Jeffries","indiana"
2476,"Christian","Brathwaite","LB","LSU","Houston","2024-04-20T14:51:00.000Z",0.88,3,"Immediate","Houston",TRUE,"Christian Brathwaite","louisiana-state"
2477,"Armani","Winfield","WR","Baylor","Colorado State","2024-04-20T01:38:00.000Z",0.86,3,"Immediate","Colorado State",TRUE,"Armani Winfield","baylor"
2478,"Shane","Hamm","QB","Kentucky","","2024-04-19T22:39:00.000Z",NA,NA,"Immediate","Kentucky",FALSE,"Shane Hamm","kentucky"
2479,"Chris","Adams","OT","Old Dominion","Memphis","2024-04-19T21:38:00.000Z",0.85,3,"Immediate","Memphis",TRUE,"Chris Adams","old-dominion"
2480,"Red","Martel","RB","Kansas","","2024-04-19T21:37:00.000Z",0.85,3,"Immediate","Kansas",FALSE,"Red Martel","kansas"
2481,"BJ","Lowery Jr.","CB","Old Dominion","Sacred Heart","2024-04-19T21:31:00.000Z",NA,NA,"Immediate","Sacred Heart",TRUE,"BJ Lowery Jr.","old-dominion"
2482,"Davion","Blackwell","LB","Nevada","Austin Peay","2024-04-19T21:11:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"Davion Blackwell","nevada"
2483,"Nevan","Cremascoli","QB","Northern Illinois","South Dakota","2024-04-19T21:02:00.000Z",NA,NA,"Immediate","South Dakota",TRUE,"Nevan Cremascoli","northern-illinois"
2484,"Jevon","Banks","DL","Kansas State","UConn","2024-04-19T20:55:00.000Z",0.85,3,"Immediate","UConn",TRUE,"Jevon Banks","kansas-state"
2485,"DJ","Aiken","DL","Florida International","","2024-04-19T20:46:00.000Z",NA,3,"Immediate","Florida International",FALSE,"DJ Aiken","florida-international"
2486,"Ugo","Nosike","DL","Eastern Michigan","","2024-04-19T20:15:00.000Z",NA,2,"Immediate","Eastern Michigan",FALSE,"Ugo Nosike","eastern-michigan"
2487,"Joseph Appiah","Darkwa","DL","Temple","","2024-04-19T20:14:00.000Z",NA,3,"Immediate","Temple",FALSE,"Joseph Appiah Darkwa","temple"
2488,"Joseph","Walker Jr.","WR","Eastern Michigan","Saginaw Valley State","2024-04-19T20:04:00.000Z",0.84,3,"Immediate","Saginaw Valley State",TRUE,"Joseph Walker Jr.","eastern-michigan"
2489,"Xavier","Spencer","CB","UTSA","Southern","2023-12-04T22:15:00.000Z",NA,3,"Immediate","Southern",TRUE,"Xavier Spencer","texas-san-antonio"
2490,"Dekel","Crowdus","WR","Kentucky","Hawai'i","2023-12-04T22:18:00.000Z",0.85,3,"Immediate","Hawai'i",TRUE,"Dekel Crowdus","kentucky"
2491,"Bryson","Moss","RB","Eastern Michigan","Jackson State","2024-04-19T19:57:00.000Z",NA,2,"Immediate","Jackson State",TRUE,"Bryson Moss","eastern-michigan"
2492,"Keion","Battle","WR","Illinois","Western Illinois","2024-04-19T19:52:00.000Z",NA,2,"Immediate","Western Illinois",TRUE,"Keion Battle","illinois"
2493,"Brady","Hultman","LB","Wyoming","Missouri","2023-12-12T01:57:00.000Z",NA,2,"Immediate","Missouri",TRUE,"Brady Hultman","wyoming"
2494,"Tyson","Meiguez","LB","Georgia Tech","Murray State","2024-01-08T21:47:00.000Z",NA,3,"Immediate","Murray State",TRUE,"Tyson Meiguez","georgia-tech"
2495,"Chase","Locke","WR","Wyoming","","2023-12-14T18:15:00.000Z",NA,NA,"Immediate","Wyoming",FALSE,"Chase Locke","wyoming"
2496,"Derrick","Edwards","S","Louisville","Charlotte","2023-12-14T18:15:00.000Z",0.84,3,"Immediate","Charlotte",TRUE,"Derrick Edwards","louisville"
2497,"Steven","Hubbard","IOL","UTEP","Vanderbilt","2023-12-18T22:44:00.000Z",0.86,3,"Immediate","Vanderbilt",TRUE,"Steven Hubbard","texas-el-paso"
2498,"Graham","Faloona","LB","Texas State","","2023-12-13T15:34:00.000Z",NA,3,"Immediate","Texas State",FALSE,"Graham Faloona","texas-state"
