"X","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility","Team","Transfer","Player","Team_New"
2567,"Amari","Pouncy","LB","New Mexico State","","2024-04-16T14:48:00.000Z",NA,NA,"Immediate","New Mexico State",FALSE,"Amari Pouncy","new-mexico-state"
2568,"Zaid","Hamdan","DL","Tulsa","","2024-04-16T14:45:00.000Z",NA,2,"Immediate","Tulsa",FALSE,"Zaid Hamdan","tulsa"
2569,"Julian","Kameristy","DL","Indiana","Murray State","2023-11-28T16:18:00.000Z",NA,NA,"Immediate","Murray State",TRUE,"Julian Kameristy",NA
2570,"Tate","Zimmerman","LB","New Mexico","","2024-04-16T14:41:00.000Z",NA,2,"Immediate","New Mexico",FALSE,"Tate Zimmerman","new-mexico"
2571,"DJ","Riles","QB","Middle Tennessee","Georgia State","2024-04-16T14:32:00.000Z",0.84,3,"Immediate","Georgia State",TRUE,"DJ Riles","georgia-state"
2572,"Sterling","Porcher","IOL","Middle Tennessee","Texas Tech","2023-11-28T16:14:00.000Z",0.87,3,"Immediate","Texas Tech",TRUE,"Sterling Porcher","texas-tech"
2573,"Brendon","Harris","S","Wake Forest","Middle Tennessee","2023-11-28T16:12:00.000Z",0.83,3,"Immediate","Middle Tennessee",TRUE,"Brendon Harris","middle-tennessee-state"
2574,"Sam","Brumfield","LB","Middle Tennessee","Virginia Tech","2023-11-28T16:11:00.000Z",0.86,3,"Immediate","Virginia Tech",TRUE,"Sam Brumfield","virginia-tech"
2575,"Maurice","Hampton","S","Memphis","Vanderbilt","2024-04-16T14:30:00.000Z",0.85,3,"Immediate","Vanderbilt",TRUE,"Maurice Hampton","vanderbilt"
2576,"Jaylen","Ward","WR","Middle Tennessee","Florida A&M","2024-04-16T14:25:00.000Z",NA,3,"Immediate","Florida A&M",TRUE,"Jaylen Ward",NA
2577,"George","Pettaway","RB","North Carolina","James Madison","2023-12-04T15:22:00.000Z",0.88,3,"Immediate","James Madison",TRUE,"George Pettaway","james-madison"
2578,"New Zealand","Williams","LB","San Diego State","","2024-04-16T14:21:00.000Z",NA,3,"Immediate","San Diego State",FALSE,"New Zealand Williams","san-diego-state"
2579,"Greg","Gaines","WR","Iowa State","Rhode Island","2023-12-04T15:27:00.000Z",NA,4,"Immediate","Rhode Island",TRUE,"Greg Gaines",NA
2580,"Zachary","Tobe","S","Illinois","Georgia Tech","2024-04-16T14:17:00.000Z",NA,3,"Immediate","Georgia Tech",TRUE,"Zachary Tobe","georgia-tech"
2581,"Treviance","Bronson","DL","Arkansas State","North Texas","2024-04-16T14:07:00.000Z",NA,NA,"Immediate","North Texas",TRUE,"Treviance Bronson","north-texas"
2582,"Colson","Brown","QB","Georgia Tech","","2024-04-14T15:31:00.000Z",NA,NA,"Immediate","Georgia Tech",FALSE,"Colson Brown","georgia-tech"
2583,"Carlo","Thompson","S","Virginia","","2023-12-12T01:35:00.000Z",NA,NA,"Immediate","Virginia",FALSE,"Carlo Thompson","virginia"
2584,"Alec","Burton","TE","Ohio","","2023-12-12T00:23:00.000Z",NA,2,"Immediate","Ohio",FALSE,"Alec Burton","ohio"
2585,"Chance","Gamble","CB","Kennesaw State","Georgia Southern","2024-01-03T21:57:00.000Z",0.82,3,"Immediate","Georgia Southern",TRUE,"Chance Gamble","georgia-southern"
2586,"Kierron","Smith","DL","Georgia Southern","Tennessee State","2023-12-18T19:58:00.000Z",NA,2,"Immediate","Tennessee State",TRUE,"Kierron Smith",NA
2587,"Spencer","Lovell","IOL","Kansas","Nevada","2024-01-02T15:20:00.000Z",0.82,3,"Immediate","Nevada",TRUE,"Spencer Lovell","nevada"
2588,"Kerion","Martin","S","Marshall","","2024-01-18T17:51:00.000Z",NA,3,"Immediate","Marshall",FALSE,"Kerion Martin","marshall"
2589,"Alec","Pell","TE","Northern Colorado","Austin Peay","2023-11-14T06:00:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"Alec Pell",NA
2590,"Jalen","Rudolph","DL","UTEP","Grambling","2023-11-28T16:39:00.000Z",NA,3,"Immediate","Grambling",TRUE,"Jalen Rudolph",NA
2591,"Julian","Sayin","QB","Alabama","Ohio State","2024-01-19T17:25:00.000Z",0.98,5,"Immediate","Ohio State",TRUE,"Julian Sayin","ohio-state"
2592,"Domonique","Thomas","RB","Georgia State","Ole Miss","2024-04-16T14:40:00.000Z",0.82,3,"Immediate","Ole Miss",TRUE,"Domonique Thomas","mississippi"
2593,"Tyler","Gibson","OT","Georgia Tech","Charlotte","2023-12-14T22:55:00.000Z",0.84,3,"Immediate","Charlotte",TRUE,"Tyler Gibson","charlotte"
2594,"Jaden","Nixon","RB","Oklahoma State","","2023-12-13T14:19:00.000Z",NA,3,"Immediate","Oklahoma State",FALSE,"Jaden Nixon","oklahoma-state"
2595,"Rodney","Hill","RB","Florida A&M","Arkansas","2024-04-22T16:58:00.000Z",0.86,3,"Immediate","Arkansas",TRUE,"Rodney Hill","arkansas"
2596,"Kahlil","Benson","IOL","Indiana","Colorado","2023-11-27T20:51:00.000Z",0.87,3,"Immediate","Colorado",TRUE,"Kahlil Benson","colorado"
2597,"Jake","Rubley","QB","Kansas State","Illinois State","2023-11-27T19:39:00.000Z",NA,3,"Immediate","Illinois State",TRUE,"Jake Rubley",NA
2598,"Jordan","Turner","LB","Wisconsin","Michigan State","2023-12-13T17:27:00.000Z",0.88,3,"Immediate","Michigan State",TRUE,"Jordan Turner","michigan-state"
2599,"Joey","Su'a","IOL","Arkansas","Arizona State","2023-12-13T16:21:00.000Z",0.85,3,"Immediate","Arizona State",TRUE,"Joey Su'a","arizona-state"
2600,"Damien","Moore","RB","Fresno State","Lamar","2023-12-20T17:06:00.000Z",NA,3,"Immediate","Lamar",TRUE,"Damien Moore",NA
2601,"Cristian","Driver","WR","Penn State","Minnesota","2023-12-04T14:28:00.000Z",0.87,3,"Immediate","Minnesota",TRUE,"Cristian Driver","minnesota"
2602,"Jashawn","Johnson","WR","Western Michigan","Ferris State","2023-12-04T14:28:00.000Z",NA,3,"Immediate","Ferris State",TRUE,"Jashawn Johnson",NA
2603,"Cade","Bennett","IOL","San Diego State","TCU","2023-11-29T19:45:00.000Z",0.88,3,"Immediate","TCU",TRUE,"Cade Bennett",NA
2604,"NaNa","Osafo-Mensah","DL","Notre Dame","TCU","2023-11-27T19:36:00.000Z",0.88,3,"Immediate","TCU",TRUE,"NaNa Osafo-Mensah",NA
2605,"Riley","Leonard","QB","Duke","Notre Dame","2023-11-29T21:30:00.000Z",0.92,4,"Immediate","Notre Dame",TRUE,"Riley Leonard","notre-dame"
2606,"James","Neal","LB","UTEP","Texas State","2023-11-28T16:44:00.000Z",0.83,3,"Immediate","Texas State",TRUE,"James Neal","texas-state"
2607,"Keion","Wallace","WR","Georgia Southern","","2024-04-23T16:55:00.000Z",NA,NA,"Immediate","Georgia Southern",FALSE,"Keion Wallace","georgia-southern"
2608,"Jacob","Zuhr","LS","Wake Forest","Syracuse","2023-11-28T16:13:00.000Z",NA,2,"Immediate","Syracuse",TRUE,"Jacob Zuhr","syracuse"
2609,"Micah","Sahakian","OT","Cornell","Duke","2023-11-27T06:00:00.000Z",0.87,3,"Immediate","Duke",TRUE,"Micah Sahakian","duke"
2610,"Jordan","Wright","CB","Kansas State","UConn","2023-11-29T18:59:00.000Z",0.84,3,"Immediate","UConn",TRUE,"Jordan Wright",NA
2611,"Yakiri","Walker","IOL","UConn","Colorado","2023-12-04T14:51:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Yakiri Walker","colorado"
2612,"Joseph","Vaughn","LB","Yale","UCLA","2023-11-23T22:51:00.000Z",0.85,3,"Immediate","UCLA",TRUE,"Joseph Vaughn","ucla"
2613,"Blye","Hill","CB","Saint Francis (PA)","Nebraska","2023-12-04T17:59:00.000Z",0.89,3,"Immediate","Nebraska",TRUE,"Blye Hill","nebraska"
2614,"Will","Huggins","TE","Kansas","Pittsburg St","2023-12-04T18:17:00.000Z",NA,3,"Immediate","Pittsburg St",TRUE,"Will Huggins",NA
2615,"Ali","Abdul-Hakeem","LB","Georgia State","Benedict College","2024-02-26T19:17:00.000Z",NA,3,"Immediate","Benedict College",TRUE,"Ali Abdul-Hakeem",NA
2616,"Jackson","Hamilton","LB","Louisville","Georgia Tech","2023-12-04T15:11:00.000Z",0.85,3,"Immediate","Georgia Tech",TRUE,"Jackson Hamilton","georgia-tech"
2617,"Genson","Hooper-Price","WR","Coastal Carolina","","2024-04-22T14:48:00.000Z",NA,3,"Immediate","Coastal Carolina",FALSE,"Genson Hooper-Price","coastal-carolina"
2618,"Miguel","Jackson","DL","Charlotte","Utah State","2023-12-04T17:41:00.000Z",0.83,3,"Immediate","Utah State",TRUE,"Miguel Jackson","utah-state"
2619,"Zach","Evans","RB","Minnesota","North Texas","2023-12-04T17:38:00.000Z",0.86,3,"Immediate","North Texas",TRUE,"Zach Evans","north-texas"
2620,"Anterio","Thompson","DL","Iowa","Western Michigan","2023-12-04T18:02:00.000Z",0.84,3,"Immediate","Western Michigan",TRUE,"Anterio Thompson","western-michigan"
2621,"Taurean","Carter","DL","Arkansas","Colorado","2023-12-04T15:46:00.000Z",0.85,3,"Immediate","Colorado",TRUE,"Taurean Carter","colorado"
2622,"Brenden","Deasfernandes","CB","Iowa","Central Michigan","2023-12-04T15:46:00.000Z",0.8,3,"Immediate","Central Michigan",TRUE,"Brenden Deasfernandes","central-michigan"
2623,"Spencer","Brown","OT","Michigan State","Oklahoma","2023-11-27T18:57:00.000Z",0.86,3,"Immediate","Oklahoma",TRUE,"Spencer Brown","oklahoma"
2624,"Chandler","Brown","S","Buffalo","","2023-12-04T15:45:00.000Z",NA,NA,"Immediate","Buffalo",FALSE,"Chandler Brown","buffalo"
2625,"Dalton","Carnes","WR","Houston","North Texas","2023-12-04T15:40:00.000Z",0.82,3,"Immediate","North Texas",TRUE,"Dalton Carnes","north-texas"
2626,"CJ","Kiss","TE","Notre Dame College","Western Kentucky","2023-11-07T17:13:00.000Z",0.83,3,"Immediate","Western Kentucky",TRUE,"CJ Kiss","western-kentucky"
2627,"Curtis","Deville","WR","Purdue","McNeese","2023-12-04T14:27:00.000Z",NA,4,"Immediate","McNeese",TRUE,"Curtis Deville",NA
2628,"Dylan","Downing","RB","Purdue","Miami (OH)","2023-12-04T14:51:00.000Z",0.84,3,"Immediate","Miami (OH)",TRUE,"Dylan Downing","miami-oh"
2629,"Joshua","Donald","DL","Troy","App State","2024-05-01T15:01:00.000Z",0.83,3,"Immediate","App State",TRUE,"Joshua Donald","appalachian-state"
2630,"Josh","Delgado","WR","Oregon","","2023-12-04T14:50:00.000Z",NA,4,"Immediate","Oregon",FALSE,"Josh Delgado","oregon"
2631,"Cyrus","Allen","WR","Louisiana Tech","Texas A&M","2023-12-04T14:50:00.000Z",0.91,4,"Immediate","Texas A&M",TRUE,"Cyrus Allen","texas-am"
2632,"Adrian","Maddox","CB","Alabama State","UAB","2023-12-04T15:12:00.000Z",0.85,3,"Immediate","UAB",TRUE,"Adrian Maddox",NA
2633,"Tyler","Walton","WR","Ohio","Eastern Michigan","2023-12-04T14:48:00.000Z",0.84,3,"Immediate","Eastern Michigan",TRUE,"Tyler Walton","eastern-michigan"
2634,"Victoine","Brown","DL","Louisville","Georgia State","2023-12-04T14:45:00.000Z",0.8,3,"Immediate","Georgia State",TRUE,"Victoine Brown","georgia-state"
2635,"Brandon","Smith","IOL","Western Michigan","Illinois State","2023-12-04T14:44:00.000Z",NA,2,"Immediate","Illinois State",TRUE,"Brandon Smith",NA
2636,"Josh","Crabtree","WR","NC State","Murray State","2023-12-04T14:41:00.000Z",NA,3,"Immediate","Murray State",TRUE,"Josh Crabtree",NA
2637,"Bryce","Harrison","TE","Northern Illinois","Stetson","2023-12-04T17:40:00.000Z",NA,2,"Immediate","Stetson",TRUE,"Bryce Harrison",NA
2638,"Evan","Simon","QB","Rutgers","Temple","2023-12-04T14:39:00.000Z",0.83,3,"Immediate","Temple",TRUE,"Evan Simon","temple"
2639,"Nate","Anderson","WR","Western Michigan","Bucknell","2023-12-04T14:39:00.000Z",NA,3,"Immediate","Bucknell",TRUE,"Nate Anderson",NA
2640,"Naahlyee","Bryant","LB","Western Michigan","Northern Iowa","2023-12-04T14:39:00.000Z",NA,2,"Immediate","Northern Iowa",TRUE,"Naahlyee Bryant",NA
2641,"Roger","Walters","WR","Charlotte","Iowa Western C.C.","2023-12-04T14:30:00.000Z",NA,3,"Immediate","Iowa Western C.C.",TRUE,"Roger Walters",NA
2642,"Felix","Hixon","DL","South Carolina","Middle Tennessee","2023-12-04T17:52:00.000Z",0.84,3,"Immediate","Middle Tennessee",TRUE,"Felix Hixon","middle-tennessee-state"
2643,"Makai","Cope","WR","Utah","Sacramento State","2023-12-04T17:51:00.000Z",NA,3,"Immediate","Sacramento State",TRUE,"Makai Cope",NA
2644,"Chinazo","Obobi","OT","Marshall","Austin Peay","2023-12-04T14:30:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"Chinazo Obobi",NA
2645,"Tyrone","Webber","OT","Oklahoma State","","2023-12-04T14:29:00.000Z",NA,3,"Immediate","Oklahoma State",FALSE,"Tyrone Webber","oklahoma-state"
2646,"Beaux","Collins","WR","Clemson","Notre Dame","2023-12-04T14:28:00.000Z",0.88,3,"Immediate","Notre Dame",TRUE,"Beaux Collins","notre-dame"
2647,"Arabee","Muslim","OT","Charlotte","","2023-12-04T14:25:00.000Z",NA,3,"Immediate","Charlotte",FALSE,"Arabee Muslim","charlotte"
2648,"Jordan","Riley","S","Ball State","Kansas State","2023-12-04T14:25:00.000Z",0.87,3,"Immediate","Kansas State",TRUE,"Jordan Riley","kansas-state"
2649,"Corey","Coley Jr.","CB","Maryland","NC State","2023-12-04T14:24:00.000Z",0.88,3,"Immediate","NC State",TRUE,"Corey Coley Jr.",NA
2650,"Kylic","Horton","WR","South Carolina","","2023-12-04T15:41:00.000Z",NA,3,"Immediate","South Carolina",FALSE,"Kylic Horton","south-carolina"
2651,"Jovon","Jackson","S","Fairmont State","Texas Tech","2023-11-21T05:54:00.000Z",0.88,3,"Immediate","Texas Tech",TRUE,"Jovon Jackson","texas-tech"
2652,"Wesley","Watson","WR","Kansas State","Texas A&M","2023-12-04T15:17:00.000Z",NA,3,"Immediate","Texas A&M",TRUE,"Wesley Watson","texas-am"
2653,"Tony","McCray","CB","Georgia State","Jackson State","2023-12-04T14:33:00.000Z",NA,3,"Immediate","Jackson State",TRUE,"Tony McCray",NA
2654,"Nate","Bennett","WR","Portland State","San Diego State","2023-11-28T06:00:00.000Z",0.86,3,"Immediate","San Diego State",TRUE,"Nate Bennett","san-diego-state"
2655,"Tre","Shackelford","WR","Austin Peay","Washington State","2023-12-04T18:09:00.000Z",0.86,3,"Immediate","Washington State",TRUE,"Tre Shackelford","washington-state"
2656,"James","Burns","WR","UConn","Prairie View A&M","2023-10-31T18:27:00.000Z",NA,3,"Immediate","Prairie View A&M",TRUE,"James Burns",NA
2657,"Tre","Pinkney","LB","Coastal Carolina","Southern Miss","2023-10-31T13:41:00.000Z",0.8,3,"Immediate","Southern Miss",TRUE,"Tre Pinkney","southern-mississippi"
2658,"Emmett","Morehead","QB","Boston College","Old Dominion","2023-12-04T15:42:00.000Z",0.84,3,"Immediate","Old Dominion",TRUE,"Emmett Morehead","old-dominion"
2659,"Frank","Naughton","LS","Western Kentucky","","2023-12-04T15:40:00.000Z",NA,NA,"Immediate","Western Kentucky",FALSE,"Frank Naughton","western-kentucky"
2660,"Brendan","Sorsby","QB","Indiana","Cincinnati","2023-11-27T22:03:00.000Z",0.9,4,"Immediate","Cincinnati",TRUE,"Brendan Sorsby","cincinnati"
2661,"Prince","Boyd","DL","Purdue","Florida Atlantic","2023-11-27T18:43:00.000Z",0.84,3,"Immediate","Florida Atlantic",TRUE,"Prince Boyd","florida-atlantic"
2662,"Zach","Carpenter","IOL","Indiana","Miami","2023-11-27T18:41:00.000Z",0.88,3,"Immediate","Miami",TRUE,"Zach Carpenter","miami-fl"
2663,"Justin","Mayers","IOL","UTEP","Colorado","2023-11-27T18:36:00.000Z",0.88,3,"Immediate","Colorado",TRUE,"Justin Mayers","colorado"
2664,"Sulaiman","Kpaka","DL","Purdue","Mississippi State","2023-11-27T18:32:00.000Z",0.84,3,"Immediate","Mississippi State",TRUE,"Sulaiman Kpaka","mississippi-state"
2665,"DT","Sheffield","WR","Washington State","North Texas","2023-12-04T15:27:00.000Z",0.84,3,"Immediate","North Texas",TRUE,"DT Sheffield","north-texas"
2666,"Teylor","Jackson","LB","East Carolina","Liberty","2023-12-04T21:17:00.000Z",0.8,3,"Immediate","Liberty",TRUE,"Teylor Jackson","liberty"
2667,"Dion","Hunter","LB","Cincinnati","","2023-12-04T21:17:00.000Z",NA,2,"Immediate","Cincinnati",FALSE,"Dion Hunter","cincinnati"
2668,"Jakobie","Keeney-James","WR","Eastern Washington","Massachusetts","2023-11-28T00:34:00.000Z",0.81,3,"Immediate","Massachusetts",TRUE,"Jakobie Keeney-James","massachusetts"
2669,"Alex","Bacchetta","P","Penn State","Rice","2023-12-04T14:22:00.000Z",NA,3,"Immediate","Rice",TRUE,"Alex Bacchetta","rice"
2670,"Colten","Gauthier","QB","South Carolina","Gardner-Webb","2023-12-04T15:21:00.000Z",NA,3,"Immediate","Gardner-Webb",TRUE,"Colten Gauthier",NA
2671,"Carson","Allen","K","Mississippi State","","2023-12-04T15:21:00.000Z",NA,NA,"Immediate","Mississippi State",FALSE,"Carson Allen","mississippi-state"
2672,"Jonah","Chong","QB","Hawai'i","","2023-12-04T15:20:00.000Z",NA,NA,"Immediate","Hawai'i",FALSE,"Jonah Chong","hawaii"
2673,"Drake","Metcalf","IOL","UCF","Virginia","2023-12-04T15:19:00.000Z",0.85,3,"Immediate","Virginia",TRUE,"Drake Metcalf","virginia"
2674,"Myles","Price","WR","Texas Tech","Indiana","2023-12-04T15:16:00.000Z",0.87,3,"Immediate","Indiana",TRUE,"Myles Price","indiana"
2675,"Justin","Joly","TE","UConn","NC State","2023-12-04T15:15:00.000Z",0.92,4,"Immediate","NC State",TRUE,"Justin Joly",NA
2676,"Zion","Gunn","CB","Purdue","","2023-12-04T15:15:00.000Z",NA,3,"Immediate","Purdue",FALSE,"Zion Gunn","purdue"
2677,"Matthew","Shipley","K","Hawai'i","Arkansas","2023-12-04T15:15:00.000Z",NA,2,"Immediate","Arkansas",TRUE,"Matthew Shipley","arkansas"
2678,"Darius","Edmundson","S","NC State","","2023-12-04T14:21:00.000Z",NA,3,"Immediate","NC State",FALSE,"Darius Edmundson",NA
2679,"Fred","Davis II","CB","UCF","","2023-12-04T15:10:00.000Z",NA,4,"Immediate","UCF",FALSE,"Fred Davis II",NA
2680,"Simeon","Price","RB","Mississippi State","Coastal Carolina","2023-11-15T21:17:00.000Z",0.87,3,"Immediate","Coastal Carolina",TRUE,"Simeon Price","coastal-carolina"
2681,"Riley","Tolsma","DL","Hillsdale College","Ball State","2023-11-15T13:37:00.000Z",0.83,3,"Immediate","Ball State",TRUE,"Riley Tolsma","ball-state"
2682,"Keenan","McCaddy","S","Boise State","Garden City C.C. ","2023-11-14T16:55:00.000Z",NA,3,"Immediate","Garden City C.C. ",TRUE,"Keenan McCaddy",NA
2683,"DeShawn","Hanika","TE","Iowa State","Kansas","2023-11-27T18:51:00.000Z",0.89,3,"Immediate","Kansas",TRUE,"DeShawn Hanika","kansas"
2684,"Carlos","Davis","QB","Massachusetts","Towson","2023-11-27T17:42:00.000Z",NA,NA,"Immediate","Towson",TRUE,"Carlos Davis",NA
2685,"Kobe","Hylton","S","UTEP","Oklahoma State","2023-11-27T17:33:00.000Z",0.87,3,"Immediate","Oklahoma State",TRUE,"Kobe Hylton","oklahoma-state"
2686,"Justice","Ellison","RB","Wake Forest","Indiana","2023-11-28T16:41:00.000Z",0.86,3,"Immediate","Indiana",TRUE,"Justice Ellison","indiana"
2687,"Brock","Winstead","LS","East Carolina","East Tennessee State","2023-11-28T16:40:00.000Z",NA,NA,"Immediate","East Tennessee State",TRUE,"Brock Winstead",NA
2688,"Kolbey","Taylor","CB","Wyoming","Vanderbilt","2023-12-04T15:28:00.000Z",0.86,3,"Immediate","Vanderbilt",TRUE,"Kolbey Taylor","vanderbilt"
2689,"Jordan","McDonald","RB","UCF","Boston College","2023-12-04T15:27:00.000Z",0.89,3,"Immediate","Boston College",TRUE,"Jordan McDonald","boston-college"
2690,"Eni","Falayi","TE","Massachusetts","Utah Tech","2023-12-04T15:27:00.000Z",NA,3,"Immediate","Utah Tech",TRUE,"Eni Falayi",NA
2691,"Jakobus","Seth","OT","Washington State","Nevada","2023-12-04T18:15:00.000Z",0.82,3,"Immediate","Nevada",TRUE,"Jakobus Seth","nevada"
2692,"Austin","Riggs","LS","BYU","Rutgers","2023-12-04T17:47:00.000Z",NA,2,"Immediate","Rutgers",TRUE,"Austin Riggs","rutgers"
2693,"Trenton","Kintigh","DL","Old Dominion","Wofford","2023-12-04T17:46:00.000Z",NA,NA,"Immediate","Wofford",TRUE,"Trenton Kintigh",NA
2694,"Logan","Wilson","DL","Western Michigan","Indiana State","2023-12-04T14:50:00.000Z",NA,3,"Immediate","Indiana State",TRUE,"Logan Wilson",NA
2695,"Tyson","Durant","CB","Akron","Washington State","2023-12-05T21:12:00.000Z",0.86,3,"Immediate","Washington State",TRUE,"Tyson Durant","washington-state"
2696,"Tom","Ellard","P","Western Kentucky","Northern State","2023-12-04T15:27:00.000Z",NA,2,"Immediate","Northern State",TRUE,"Tom Ellard",NA
2697,"Kyle","Frazier","IOL","Savannah St","Georgia Southern","2023-11-08T19:00:00.000Z",0.8,3,"Immediate","Georgia Southern",TRUE,"Kyle Frazier","georgia-southern"
2698,"Avarion","Cole","S","North Carolina A&T","App State","2023-12-04T17:46:00.000Z",0.86,3,"Immediate","App State",TRUE,"Avarion Cole","appalachian-state"
2699,"Amaun","Williams","CB","Wisconsin","Concordia University","2023-12-04T17:45:00.000Z",NA,2,"Immediate","Concordia University",TRUE,"Amaun Williams",NA
2700,"Trez","Moore","CB","UTEP","Texas State","2023-11-27T16:41:00.000Z",0.83,3,"Immediate","Texas State",TRUE,"Trez Moore","texas-state"
2701,"Justin","Holmes","TE","Kent State","Marshall","2023-12-04T14:36:00.000Z",0.84,3,"Immediate","Marshall",TRUE,"Justin Holmes","marshall"
2702,"Zion","Turner","QB","UConn","Jacksonville State","2023-12-04T17:49:00.000Z",0.82,3,"Immediate","Jacksonville State",TRUE,"Zion Turner","jacksonville-state"
2703,"Kajuan","Banks","CB","South Carolina","South Florida","2023-12-04T17:48:00.000Z",0.84,3,"Immediate","South Florida",TRUE,"Kajuan Banks","south-florida"
2704,"James","Monds III","CB","Indiana","Middle Tennessee","2023-11-27T16:40:00.000Z",0.84,3,"Immediate","Middle Tennessee",TRUE,"James Monds III","middle-tennessee-state"
2705,"Kedrick","Bingley-Jones","DL","North Carolina","Mississippi State","2023-11-27T16:38:00.000Z",0.83,3,"Immediate","Mississippi State",TRUE,"Kedrick Bingley-Jones","mississippi-state"
2706,"Jared","Casey","LB","Indiana","","2023-11-27T16:27:00.000Z",NA,4,"Immediate","Indiana",FALSE,"Jared Casey","indiana"
2707,"Mershawn","Rice","WR","Purdue","","2023-11-27T16:25:00.000Z",NA,3,"Immediate","Purdue",FALSE,"Mershawn Rice","purdue"
2708,"Paul","Lewis III","CB","Cornell","Akron","2023-10-16T14:05:00.000Z",0.84,3,"Immediate","Akron",TRUE,"Paul Lewis III","akron"
2709,"Chris","Toudle","TE","NC State","Western Michigan","2023-11-27T16:24:00.000Z",0.84,3,"Immediate","Western Michigan",TRUE,"Chris Toudle","western-michigan"
2710,"Christopher","Scott Jr.","CB","NC State","Austin Peay","2023-12-04T17:44:00.000Z",NA,3,"Immediate","Austin Peay",TRUE,"Christopher Scott Jr.",NA
2711,"Aaron","Steinfeldt","TE","Indiana","UAlbany","2023-11-27T06:00:00.000Z",NA,3,"Immediate","UAlbany",TRUE,"Aaron Steinfeldt",NA
2712,"Christian","Washington","RB","New Mexico","Coastal Carolina","2023-11-27T06:00:00.000Z",0.83,3,"Immediate","Coastal Carolina",TRUE,"Christian Washington","coastal-carolina"
2713,"Demario","King","LB","Old Dominion","","2023-11-27T06:00:00.000Z",NA,3,"Immediate","Old Dominion",FALSE,"Demario King","old-dominion"
2714,"Christian","Bell","CB","Temple","","2023-11-27T06:00:00.000Z",NA,2,"Immediate","Temple",FALSE,"Christian Bell","temple"
2715,"Chris","Freeman","K","Indiana","UConn","2023-11-27T06:00:00.000Z",NA,2,"Immediate","UConn",TRUE,"Chris Freeman",NA
2716,"Octavius","Brothers","LB","Purdue","UAB","2023-11-26T22:47:00.000Z",0.83,3,"Immediate","UAB",TRUE,"Octavius Brothers",NA
2717,"Max","Johnson","QB","Texas A&M","North Carolina","2023-11-26T20:17:00.000Z",0.87,3,"Immediate","North Carolina",TRUE,"Max Johnson","north-carolina"
2718,"Dante","Moore","QB","UCLA","Oregon","2023-12-04T14:32:00.000Z",0.95,4,"Immediate","Oregon",TRUE,"Dante Moore","oregon"
2719,"LeDarrius","Cox","DL","Indiana","UAB","2023-11-27T22:01:00.000Z",0.84,3,"Immediate","UAB",TRUE,"LeDarrius Cox",NA
2720,"Spencer","Cassell","OT","Harvard","Rice","2023-11-22T23:18:00.000Z",0.82,3,"Immediate","Rice",TRUE,"Spencer Cassell","rice"
2721,"Jalen","Nettles","IOL","UAB","Southeast Missouri State","2023-12-04T15:30:00.000Z",NA,3,"Immediate","Southeast Missouri State",TRUE,"Jalen Nettles",NA
2722,"Ilijah","Johnson","CB","UTEP","","2023-11-27T21:59:00.000Z",NA,NA,"Immediate","UTEP",FALSE,"Ilijah Johnson",NA
2723,"Malcolm","Folk","S","Syracuse","Kent State","2023-11-27T21:56:00.000Z",0.83,3,"Immediate","Kent State",TRUE,"Malcolm Folk","kent-state"
2724,"Caleb","Fauria","TE","Colorado","Delaware","2023-11-27T21:55:00.000Z",NA,3,"Immediate","Delaware",TRUE,"Caleb Fauria",NA
2725,"Treshaun","Ward","RB","Kansas State","Boston College","2023-11-27T21:44:00.000Z",0.88,3,"Immediate","Boston College",TRUE,"Treshaun Ward","boston-college"
2726,"Jefferson","Boaz","QB","North Carolina","Stephen F. Austin","2023-11-27T21:34:00.000Z",NA,3,"Immediate","Stephen F. Austin",TRUE,"Jefferson Boaz",NA
2727,"Elijah","Green","RB","North Carolina","Indiana","2023-11-27T21:33:00.000Z",0.88,3,"Immediate","Indiana",TRUE,"Elijah Green","indiana"
2728,"Cortez","Braham Jr.","WR","West Virginia","Nevada","2023-11-27T21:32:00.000Z",0.81,3,"Immediate","Nevada",TRUE,"Cortez Braham Jr.","nevada"
2729,"Tyler","Wigglesworth","LS","Northern Arizona","Arizona State","2023-11-27T06:00:00.000Z",NA,NA,"Immediate","Arizona State",TRUE,"Tyler Wigglesworth","arizona-state"
2730,"Anthony","Wenson","WR","Air Force","Coffeyville C.C.","2023-12-04T15:37:00.000Z",NA,3,"Immediate","Coffeyville C.C.",TRUE,"Anthony Wenson",NA
2731,"Spencer","Petras","QB","Iowa","Utah State","2023-11-13T17:32:00.000Z",0.84,3,"Immediate","Utah State",TRUE,"Spencer Petras","utah-state"
2732,"Eric","McAlister","WR","Boise State","TCU","2023-11-06T14:15:00.000Z",0.89,3,"Immediate","TCU",TRUE,"Eric McAlister",NA
2733,"Jahmar","Brown","LB","Coastal Carolina","Liberty","2023-11-02T13:40:00.000Z",0.81,3,"Immediate","Liberty",TRUE,"Jahmar Brown","liberty"
2734,"Donnell","Wilson","OT","Coastal Carolina","Howard","2023-11-02T13:28:00.000Z",NA,2,"Immediate","Howard",TRUE,"Donnell Wilson",NA
